VF GID,VF CID
VFG012160,VFC0251
VFG012162,VFC0251
VFG012191,VFC0235
VFG019178,VFC0235
VFG019180,VFC0235
VFG043656,VFC0235
VFG043666,VFC0235
VFG043773,VFC0235
VFG043774,VFC0235
VFG043775,VFC0235
VFG043778,VFC0235
VFG044015,VFC0235
VFG044024,VFC0235
VFG044025,VFC0235
VFG050212,VFC0001
VFG050213,VFC0001
VFG050214,VFC0001
VFG050215,VFC0251
VFG050216,VFC0001
VFG050217,VFC0001
VFG050218,VFC0251
VFG051287,VFC0235
VFG002198,VFC0235
VFG002199,VFC0001
VFG002200,VFC0001
VFG002201,VFC0001
VFG013668,VFC0001
VFG050289,VFC0001
VFG050290,VFC0001
VFG050291,VFC0001
VFG050292,VFC0001
VFG050293,VFC0315
VFG052267,VFC0001
VFG052274,VFC0001
VFG052280,VFC0001
VFG039101,VFC0086
VFG039106,VFC0086
VFG039111,VFC0086
VFG039116,VFC0086
VFG039121,VFC0086
VFG039126,VFC0086
VFG039131,VFC0086
VFG039136,VFC0086
VFG039141,VFC0086
VFG039146,VFC0086
VFG039151,VFC0086
VFG039156,VFC0086
VFG039161,VFC0086
VFG039166,VFC0086
VFG039171,VFC0086
VFG039176,VFC0086
VFG039181,VFC0086
VFG039186,VFC0086
VFG039191,VFC0086
VFG039196,VFC0086
VFG039201,VFC0086
VFG039206,VFC0086
VFG039211,VFC0086
VFG039216,VFC0086
VFG039226,VFC0086
VFG039231,VFC0086
VFG039236,VFC0086
VFG039240,VFC0086
VFG039245,VFC0086
VFG039255,VFC0086
VFG039269,VFC0086
VFG039274,VFC0086
VFG039282,VFC0086
VFG039287,VFC0086
VFG039302,VFC0086
VFG039311,VFC0086
VFG039316,VFC0086
VFG039326,VFC0086
VFG039331,VFC0086
VFG039336,VFC0086
VFG039341,VFC0086
VFG039345,VFC0086
VFG039351,VFC0086
VFG039356,VFC0086
VFG039361,VFC0086
VFG039366,VFC0086
VFG039371,VFC0086
VFG039376,VFC0086
VFG039381,VFC0086
VFG039386,VFC0086
VFG039395,VFC0086
VFG039400,VFC0086
VFG039405,VFC0086
VFG039410,VFC0086
VFG039425,VFC0086
VFG039430,VFC0086
VFG039446,VFC0086
VFG039449,VFC0086
VFG039454,VFC0086
VFG039459,VFC0086
VFG039464,VFC0086
VFG039474,VFC0086
VFG039481,VFC0086
VFG039486,VFC0086
VFG039491,VFC0086
VFG039496,VFC0086
VFG039501,VFC0086
VFG039526,VFC0086
VFG039531,VFC0086
VFG039536,VFC0086
VFG039541,VFC0086
VFG039545,VFC0086
VFG039549,VFC0086
VFG039558,VFC0086
VFG039563,VFC0086
VFG039568,VFC0086
VFG039572,VFC0086
VFG039575,VFC0086
VFG039580,VFC0086
VFG039585,VFC0086
VFG039590,VFC0086
VFG039595,VFC0086
VFG039600,VFC0086
VFG039605,VFC0086
VFG039615,VFC0086
VFG039623,VFC0086
VFG039626,VFC0086
VFG039631,VFC0086
VFG039636,VFC0086
VFG039641,VFC0086
VFG039646,VFC0086
VFG039656,VFC0086
VFG039661,VFC0086
VFG039666,VFC0086
VFG039671,VFC0086
VFG039676,VFC0086
VFG039681,VFC0086
VFG039691,VFC0086
VFG039696,VFC0086
VFG039700,VFC0086
VFG039704,VFC0086
VFG039706,VFC0086
VFG039708,VFC0086
VFG039710,VFC0086
VFG039714,VFC0086
VFG039716,VFC0086
VFG039719,VFC0086
VFG041423,VFC0086
VFG041424,VFC0086
VFG041425,VFC0086
VFG041426,VFC0086
VFG041427,VFC0086
VFG041429,VFC0086
VFG041433,VFC0086
VFG046157,VFC0086
VFG046162,VFC0086
VFG046166,VFC0086
VFG046177,VFC0086
VFG046182,VFC0086
VFG046187,VFC0086
VFG046194,VFC0086
VFG046196,VFC0086
VFG046201,VFC0086
VFG046206,VFC0086
VFG046211,VFC0086
VFG046214,VFC0086
VFG002164,VFC0001
VFG002165,VFC0001
VFG002166,VFC0001
VFG002171,VFC0001
VFG002172,VFC0001
VFG002173,VFC0001
VFG002174,VFC0251
VFG002175,VFC0235
VFG002176,VFC0235
VFG002177,VFC0235
VFG002178,VFC0235
VFG002179,VFC0001
VFG002180,VFC0258
VFG002181,VFC0258
VFG002182,VFC0258
VFG002183,VFC0258
VFG002184,VFC0258
VFG002185,VFC0258
VFG002186,VFC0258
VFG002187,VFC0258
VFG002188,VFC0258
VFG002189,VFC0258
VFG002190,VFC0258
VFG002191,VFC0251
VFG002192,VFC0271
VFG002193,VFC0271
VFG002194,VFC0271
VFG002195,VFC0251
VFG002196,VFC0251
VFG002197,VFC0271
VFG042976,VFC0001
VFG042977,VFC0001
VFG042978,VFC0001
VFG042979,VFC0001
VFG043518,VFC0001
VFG045470,VFC0235
VFG045472,VFC0235
VFG045473,VFC0235
VFG045474,VFC0235
VFG045626,VFC0001
VFG045632,VFC0001
VFG045635,VFC0001
VFG000710,VFC0301
VFG000739,VFC0086
VFG000750,VFC0001
VFG000751,VFC0001
VFG000752,VFC0001
VFG000755,VFC0001
VFG000757,VFC0001
VFG000760,VFC0001
VFG000762,VFC0001
VFG000763,VFC0301
VFG000764,VFC0301
VFG000765,VFC0301
VFG000794,VFC0086
VFG000795,VFC0086
VFG000796,VFC0086
VFG000797,VFC0086
VFG000799,VFC0086
VFG000800,VFC0086
VFG000801,VFC0086
VFG000802,VFC0086
VFG000803,VFC0086
VFG000804,VFC0086
VFG000805,VFC0086
VFG000806,VFC0086
VFG000807,VFC0086
VFG000808,VFC0086
VFG000809,VFC0086
VFG000810,VFC0086
VFG000811,VFC0086
VFG000812,VFC0086
VFG000813,VFC0086
VFG000814,VFC0086
VFG000815,VFC0086
VFG000816,VFC0086
VFG000817,VFC0086
VFG000818,VFC0086
VFG000819,VFC0086
VFG000820,VFC0086
VFG000821,VFC0086
VFG000822,VFC0086
VFG000823,VFC0086
VFG000824,VFC0086
VFG000825,VFC0086
VFG000826,VFC0086
VFG000827,VFC0086
VFG000828,VFC0086
VFG000829,VFC0086
VFG000830,VFC0086
VFG000831,VFC0086
VFG000832,VFC0301
VFG000833,VFC0086
VFG000834,VFC0086
VFG000835,VFC0235
VFG000836,VFC0235
VFG000837,VFC0235
VFG000838,VFC0235
VFG000839,VFC0001
VFG000840,VFC0235
VFG000841,VFC0235
VFG000842,VFC0235
VFG000843,VFC0235
VFG000844,VFC0086
VFG000845,VFC0086
VFG000846,VFC0251
VFG000859,VFC0235
VFG000860,VFC0235
VFG000861,VFC0086
VFG000862,VFC0086
VFG000863,VFC0235
VFG000871,VFC0001
VFG000872,VFC0001
VFG000873,VFC0001
VFG000874,VFC0001
VFG000875,VFC0001
VFG000876,VFC0001
VFG000877,VFC0001
VFG000878,VFC0001
VFG000879,VFC0001
VFG000880,VFC0001
VFG000881,VFC0001
VFG000882,VFC0001
VFG000883,VFC0001
VFG000884,VFC0001
VFG000885,VFC0001
VFG000886,VFC0001
VFG000887,VFC0001
VFG000888,VFC0001
VFG000889,VFC0001
VFG000890,VFC0001
VFG000891,VFC0001
VFG000893,VFC0001
VFG000901,VFC0001
VFG000902,VFC0086
VFG000903,VFC0086
VFG000905,VFC0235
VFG000906,VFC0235
VFG000907,VFC0235
VFG000908,VFC0235
VFG000909,VFC0001
VFG000910,VFC0001
VFG000911,VFC0001
VFG000912,VFC0001
VFG000913,VFC0001
VFG000914,VFC0001
VFG000915,VFC0001
VFG000916,VFC0272
VFG000917,VFC0272
VFG000918,VFC0272
VFG000919,VFC0272
VFG000920,VFC0272
VFG000921,VFC0272
VFG000922,VFC0272
VFG000923,VFC0272
VFG000924,VFC0272
VFG000925,VFC0272
VFG000926,VFC0272
VFG000927,VFC0272
VFG000928,VFC0272
VFG000929,VFC0272
VFG000930,VFC0272
VFG000931,VFC0272
VFG000932,VFC0272
VFG000933,VFC0272
VFG000934,VFC0272
VFG000935,VFC0272
VFG000936,VFC0272
VFG000937,VFC0272
VFG000938,VFC0272
VFG000939,VFC0272
VFG000940,VFC0272
VFG000942,VFC0001
VFG000943,VFC0001
VFG000944,VFC0001
VFG000945,VFC0001
VFG000946,VFC0001
VFG001424,VFC0001
VFG001428,VFC0001
VFG001443,VFC0083
VFG001444,VFC0083
VFG001445,VFC0083
VFG001446,VFC0001
VFG001447,VFC0235
VFG001713,VFC0001
VFG002039,VFC0235
VFG002121,VFC0086
VFG002122,VFC0086
VFG002123,VFC0086
VFG002412,VFC0001
VFG002413,VFC0001
VFG002414,VFC0001
VFG002415,VFC0001
VFG002416,VFC0001
VFG002417,VFC0001
VFG012327,VFC0001
VFG012329,VFC0001
VFG012333,VFC0001
VFG012335,VFC0001
VFG012337,VFC0001
VFG012339,VFC0001
VFG012341,VFC0001
VFG012343,VFC0001
VFG012362,VFC0086
VFG012436,VFC0086
VFG012438,VFC0086
VFG012493,VFC0235
VFG012501,VFC0272
VFG012505,VFC0272
VFG012509,VFC0272
VFG012513,VFC0272
VFG012591,VFC0272
VFG012597,VFC0272
VFG012603,VFC0272
VFG012609,VFC0272
VFG012615,VFC0272
VFG012621,VFC0272
VFG012627,VFC0272
VFG033389,VFC0001
VFG033393,VFC0001
VFG033422,VFC0086
VFG033439,VFC0086
VFG033448,VFC0086
VFG033457,VFC0086
VFG033466,VFC0086
VFG033475,VFC0086
VFG033484,VFC0086
VFG033493,VFC0086
VFG033502,VFC0086
VFG033511,VFC0086
VFG033520,VFC0086
VFG033536,VFC0086
VFG033545,VFC0086
VFG033562,VFC0086
VFG033579,VFC0086
VFG033587,VFC0086
VFG033604,VFC0086
VFG033612,VFC0086
VFG033621,VFC0086
VFG033630,VFC0086
VFG033639,VFC0086
VFG033666,VFC0086
VFG033675,VFC0086
VFG033738,VFC0086
VFG033747,VFC0086
VFG033773,VFC0086
VFG033788,VFC0086
VFG033805,VFC0086
VFG034541,VFC0001
VFG034574,VFC0346
VFG034575,VFC0001
VFG034576,VFC0001
VFG034577,VFC0001
VFG034578,VFC0001
VFG034612,VFC0001
VFG034624,VFC0001
VFG034636,VFC0001
VFG034648,VFC0001
VFG034679,VFC0083
VFG034721,VFC0083
VFG034746,VFC0086
VFG034754,VFC0086
VFG034761,VFC0086
VFG034764,VFC0086
VFG034772,VFC0086
VFG034778,VFC0086
VFG034780,VFC0086
VFG034786,VFC0086
VFG034788,VFC0086
VFG034803,VFC0086
VFG034804,VFC0086
VFG034810,VFC0086
VFG034815,VFC0086
VFG034817,VFC0086
VFG034825,VFC0086
VFG034826,VFC0086
VFG034831,VFC0086
VFG034837,VFC0086
VFG034840,VFC0086
VFG034849,VFC0086
VFG034851,VFC0086
VFG034859,VFC0086
VFG034861,VFC0086
VFG034866,VFC0086
VFG034873,VFC0086
VFG034875,VFC0086
VFG034880,VFC0086
VFG034882,VFC0086
VFG034887,VFC0086
VFG034895,VFC0086
VFG034897,VFC0086
VFG034901,VFC0086
VFG034908,VFC0086
VFG034910,VFC0086
VFG034915,VFC0086
VFG034917,VFC0086
VFG034922,VFC0086
VFG034928,VFC0086
VFG034929,VFC0086
VFG034932,VFC0086
VFG034942,VFC0086
VFG034951,VFC0086
VFG034954,VFC0086
VFG034966,VFC0086
VFG034975,VFC0086
VFG034977,VFC0086
VFG034984,VFC0086
VFG034985,VFC0086
VFG034987,VFC0086
VFG034992,VFC0086
VFG035000,VFC0086
VFG035006,VFC0086
VFG035012,VFC0086
VFG035020,VFC0086
VFG035025,VFC0086
VFG035027,VFC0086
VFG035032,VFC0086
VFG035037,VFC0086
VFG035043,VFC0086
VFG035045,VFC0086
VFG035053,VFC0086
VFG035062,VFC0086
VFG035073,VFC0086
VFG035902,VFC0346
VFG035909,VFC0346
VFG035916,VFC0346
VFG035923,VFC0346
VFG035929,VFC0346
VFG036066,VFC0235
VFG036068,VFC0235
VFG042218,VFC0086
VFG042219,VFC0086
VFG042336,VFC0086
VFG042382,VFC0001
VFG042389,VFC0001
VFG042390,VFC0001
VFG042567,VFC0001
VFG042568,VFC0001
VFG042569,VFC0001
VFG042784,VFC0001
VFG042788,VFC0001
VFG042789,VFC0001
VFG042791,VFC0001
VFG042793,VFC0001
VFG042794,VFC0001
VFG042796,VFC0001
VFG043732,VFC0235
VFG043733,VFC0235
VFG043734,VFC0235
VFG044159,VFC0272
VFG044165,VFC0272
VFG044172,VFC0272
VFG045328,VFC0235
VFG045349,VFC0001
VFG045464,VFC0258
VFG045788,VFC0001
VFG045789,VFC0001
VFG045790,VFC0001
VFG045791,VFC0001
VFG045792,VFC0001
VFG045793,VFC0001
VFG045794,VFC0001
VFG045818,VFC0086
VFG050157,VFC0083
VFG050158,VFC0083
VFG050159,VFC0083
VFG050160,VFC0083
VFG050161,VFC0083
VFG050162,VFC0083
VFG050163,VFC0083
VFG050164,VFC0083
VFG050165,VFC0083
VFG050166,VFC0083
VFG050167,VFC0083
VFG050168,VFC0083
VFG050169,VFC0083
VFG042845,VFC0001
VFG042846,VFC0001
VFG042847,VFC0001
VFG042848,VFC0001
VFG042850,VFC0001
VFG042851,VFC0001
VFG042852,VFC0001
VFG042853,VFC0001
VFG042854,VFC0001
VFG042855,VFC0001
VFG042856,VFC0001
VFG042857,VFC0001
VFG042858,VFC0001
VFG042859,VFC0001
VFG044194,VFC0272
VFG044195,VFC0272
VFG044196,VFC0272
VFG044197,VFC0272
VFG044198,VFC0272
VFG044199,VFC0272
VFG044346,VFC0272
VFG046318,VFC0001
VFG046465,VFC0001
VFG046483,VFC0001
VFG046501,VFC0346
VFG046519,VFC0346
VFG046537,VFC0346
VFG046553,VFC0282
VFG046569,VFC0282
VFG046582,VFC0282
VFG046595,VFC0282
VFG046610,VFC0258
VFG046628,VFC0258
VFG046645,VFC0258
VFG046662,VFC0258
VFG046680,VFC0258
VFG046694,VFC0258
VFG046706,VFC0258
VFG046718,VFC0258
VFG046732,VFC0258
VFG046747,VFC0258
VFG046763,VFC0258
VFG046781,VFC0258
VFG046799,VFC0258
VFG046817,VFC0258
VFG046835,VFC0258
VFG046853,VFC0258
VFG046871,VFC0258
VFG046887,VFC0258
VFG046903,VFC0258
VFG046921,VFC0258
VFG046938,VFC0258
VFG046955,VFC0258
VFG046972,VFC0258
VFG046988,VFC0258
VFG047006,VFC0258
VFG047022,VFC0258
VFG047039,VFC0258
VFG047055,VFC0258
VFG047068,VFC0258
VFG047082,VFC0258
VFG047095,VFC0258
VFG047111,VFC0258
VFG047125,VFC0258
VFG047137,VFC0258
VFG047149,VFC0258
VFG047162,VFC0258
VFG047176,VFC0258
VFG047189,VFC0258
VFG047204,VFC0258
VFG047221,VFC0258
VFG047239,VFC0258
VFG047256,VFC0258
VFG047274,VFC0258
VFG047401,VFC0272
VFG047416,VFC0272
VFG047431,VFC0272
VFG047461,VFC0272
VFG047478,VFC0272
VFG047495,VFC0272
VFG047512,VFC0272
VFG047529,VFC0272
VFG047546,VFC0272
VFG047564,VFC0272
VFG047582,VFC0272
VFG047600,VFC0272
VFG047618,VFC0272
VFG047636,VFC0272
VFG047654,VFC0272
VFG047672,VFC0272
VFG047690,VFC0272
VFG047708,VFC0272
VFG047726,VFC0272
VFG047748,VFC0086
VFG047777,VFC0086
VFG047806,VFC0086
VFG047834,VFC0086
VFG047860,VFC0086
VFG047889,VFC0086
VFG047917,VFC0086
VFG047945,VFC0086
VFG047973,VFC0086
VFG048002,VFC0086
VFG048030,VFC0086
VFG048055,VFC0086
VFG048082,VFC0086
VFG048111,VFC0086
VFG048140,VFC0086
VFG048169,VFC0086
VFG048194,VFC0086
VFG000326,VFC0258
VFG000327,VFC0258
VFG000328,VFC0258
VFG000329,VFC0258
VFG000330,VFC0258
VFG000331,VFC0258
VFG000332,VFC0258
VFG000333,VFC0258
VFG000334,VFC0001
VFG000335,VFC0001
VFG000336,VFC0258
VFG000337,VFC0251
VFG000338,VFC0272
VFG000339,VFC0272
VFG000340,VFC0272
VFG000341,VFC0272
VFG000343,VFC0272
VFG000344,VFC0272
VFG000347,VFC0272
VFG000348,VFC0272
VFG000685,VFC0258
VFG000686,VFC0258
VFG000687,VFC0258
VFG000688,VFC0258
VFG000689,VFC0258
VFG000690,VFC0258
VFG000691,VFC0258
VFG000692,VFC0258
VFG000693,VFC0258
VFG000694,VFC0258
VFG000696,VFC0258
VFG000704,VFC0258
VFG001144,VFC0001
VFG001145,VFC0001
VFG001146,VFC0001
VFG001147,VFC0001
VFG001148,VFC0001
VFG001149,VFC0001
VFG001151,VFC0001
VFG001152,VFC0001
VFG001153,VFC0001
VFG001154,VFC0001
VFG001155,VFC0001
VFG001156,VFC0001
VFG013139,VFC0001
VFG013236,VFC0258
VFG013242,VFC0258
VFG013248,VFC0258
VFG013254,VFC0258
VFG013260,VFC0258
VFG013265,VFC0258
VFG013271,VFC0258
VFG013276,VFC0258
VFG013281,VFC0258
VFG013286,VFC0258
VFG013292,VFC0258
VFG013299,VFC0258
VFG013315,VFC0258
VFG013321,VFC0258
VFG013327,VFC0258
VFG013342,VFC0258
VFG013346,VFC0258
VFG013352,VFC0258
VFG013354,VFC0258
VFG013361,VFC0258
VFG013365,VFC0258
VFG013368,VFC0258
VFG013374,VFC0258
VFG013380,VFC0258
VFG013384,VFC0258
VFG013390,VFC0258
VFG013400,VFC0258
VFG013412,VFC0258
VFG013418,VFC0258
VFG013424,VFC0258
VFG013436,VFC0258
VFG013465,VFC0258
VFG013471,VFC0258
VFG013476,VFC0258
VFG013482,VFC0258
VFG013487,VFC0258
VFG013491,VFC0258
VFG013496,VFC0258
VFG013500,VFC0258
VFG013503,VFC0258
VFG013508,VFC0258
VFG013594,VFC0272
VFG045329,VFC0272
VFG000269,VFC0282
VFG000270,VFC0282
VFG000271,VFC0282
VFG000272,VFC0282
VFG000273,VFC0282
VFG000274,VFC0282
VFG000275,VFC0282
VFG000276,VFC0204
VFG000277,VFC0204
VFG000278,VFC0204
VFG000279,VFC0235
VFG000280,VFC0086
VFG000282,VFC0086
VFG000283,VFC0086
VFG000284,VFC0086
VFG000285,VFC0086
VFG000286,VFC0086
VFG000287,VFC0086
VFG000288,VFC0086
VFG000289,VFC0086
VFG000290,VFC0086
VFG000291,VFC0086
VFG000292,VFC0086
VFG000293,VFC0086
VFG000294,VFC0086
VFG000295,VFC0086
VFG000296,VFC0086
VFG000297,VFC0086
VFG000298,VFC0086
VFG000299,VFC0086
VFG000300,VFC0086
VFG000301,VFC0086
VFG000302,VFC0086
VFG000303,VFC0086
VFG000304,VFC0086
VFG000305,VFC0086
VFG000306,VFC0086
VFG000307,VFC0258
VFG000308,VFC0258
VFG000309,VFC0258
VFG000310,VFC0204
VFG000311,VFC0204
VFG000312,VFC0001
VFG000313,VFC0258
VFG000314,VFC0258
VFG000315,VFC0258
VFG000316,VFC0258
VFG000317,VFC0258
VFG000318,VFC0258
VFG000320,VFC0258
VFG000321,VFC0258
VFG000322,VFC0258
VFG000323,VFC0258
VFG001142,VFC0001
VFG001143,VFC0258
VFG006339,VFC0001
VFG006342,VFC0001
VFG006349,VFC0001
VFG006512,VFC0258
VFG006528,VFC0204
VFG006533,VFC0204
VFG006538,VFC0204
VFG006543,VFC0204
VFG006548,VFC0204
VFG006553,VFC0204
VFG006557,VFC0204
VFG006562,VFC0204
VFG006567,VFC0204
VFG006572,VFC0204
VFG006577,VFC0204
VFG006582,VFC0204
VFG006587,VFC0204
VFG006592,VFC0204
VFG006597,VFC0204
VFG006602,VFC0204
VFG006612,VFC0204
VFG006617,VFC0204
VFG006622,VFC0204
VFG006627,VFC0204
VFG006632,VFC0204
VFG006637,VFC0204
VFG006647,VFC0204
VFG006652,VFC0204
VFG006657,VFC0204
VFG006662,VFC0204
VFG006667,VFC0204
VFG006672,VFC0204
VFG006677,VFC0204
VFG006681,VFC0204
VFG006686,VFC0204
VFG006696,VFC0204
VFG006701,VFC0204
VFG043364,VFC0204
VFG043365,VFC0204
VFG043366,VFC0204
VFG043367,VFC0204
VFG043368,VFC0204
VFG043369,VFC0204
VFG043371,VFC0204
VFG043372,VFC0204
VFG043373,VFC0204
VFG043374,VFC0204
VFG043375,VFC0204
VFG043376,VFC0204
VFG043377,VFC0204
VFG043378,VFC0204
VFG043379,VFC0204
VFG043381,VFC0204
VFG043382,VFC0204
VFG043383,VFC0204
VFG043384,VFC0204
VFG043385,VFC0204
VFG043386,VFC0204
VFG043387,VFC0204
VFG043389,VFC0204
VFG043390,VFC0204
VFG043391,VFC0204
VFG050273,VFC0258
VFG043623,VFC0271
VFG043624,VFC0271
VFG043625,VFC0271
VFG043626,VFC0271
VFG043627,VFC0271
VFG044322,VFC0272
VFG044323,VFC0272
VFG044324,VFC0272
VFG044325,VFC0272
VFG044326,VFC0272
VFG044327,VFC0272
VFG044328,VFC0272
VFG044329,VFC0272
VFG044330,VFC0272
VFG044331,VFC0272
VFG044332,VFC0272
VFG044333,VFC0272
VFG044334,VFC0272
VFG044335,VFC0272
VFG044336,VFC0272
VFG044337,VFC0272
VFG048229,VFC0001
VFG048237,VFC0001
VFG048247,VFC0001
VFG048257,VFC0001
VFG048267,VFC0001
VFG048277,VFC0001
VFG048287,VFC0001
VFG048297,VFC0001
VFG048307,VFC0001
VFG048317,VFC0001
VFG048327,VFC0271
VFG048338,VFC0271
VFG048348,VFC0271
VFG048409,VFC0272
VFG048419,VFC0272
VFG048429,VFC0272
VFG048439,VFC0272
VFG048449,VFC0272
VFG048459,VFC0272
VFG048468,VFC0272
VFG048478,VFC0272
VFG048488,VFC0272
VFG048498,VFC0272
VFG048508,VFC0272
VFG048518,VFC0272
VFG048528,VFC0272
VFG048547,VFC0272
VFG048550,VFC0272
VFG048551,VFC0272
VFG048554,VFC0272
VFG048600,VFC0272
VFG048603,VFC0272
VFG048606,VFC0272
VFG048609,VFC0272
VFG048620,VFC0272
VFG048621,VFC0272
VFG048632,VFC0086
VFG048643,VFC0086
VFG048654,VFC0086
VFG048665,VFC0086
VFG048676,VFC0086
VFG048687,VFC0086
VFG048697,VFC0086
VFG048708,VFC0086
VFG048755,VFC0086
VFG048762,VFC0086
VFG048771,VFC0086
VFG048779,VFC0086
VFG048787,VFC0086
VFG048797,VFC0258
VFG048808,VFC0258
VFG048819,VFC0258
VFG048830,VFC0258
VFG048841,VFC0258
VFG048852,VFC0258
VFG048863,VFC0258
VFG048874,VFC0258
VFG048885,VFC0258
VFG048896,VFC0258
VFG048907,VFC0258
VFG048918,VFC0258
VFG048929,VFC0258
VFG048940,VFC0258
VFG048951,VFC0258
VFG048962,VFC0258
VFG048972,VFC0258
VFG048980,VFC0258
VFG048985,VFC0258
VFG048990,VFC0258
VFG048995,VFC0301
VFG048996,VFC0301
VFG048998,VFC0301
VFG049007,VFC0301
VFG049018,VFC0301
VFG049029,VFC0258
VFG049040,VFC0258
VFG049051,VFC0258
VFG049062,VFC0258
VFG049073,VFC0258
VFG049084,VFC0258
VFG049095,VFC0258
VFG049114,VFC0272
VFG049116,VFC0272
VFG049118,VFC0272
VFG049120,VFC0272
VFG049122,VFC0272
VFG049124,VFC0272
VFG049133,VFC0325
VFG049144,VFC0325
VFG049147,VFC0235
VFG049148,VFC0235
VFG049149,VFC0235
VFG049150,VFC0235
VFG049151,VFC0235
VFG049152,VFC0235
VFG049153,VFC0235
VFG049154,VFC0235
VFG049155,VFC0235
VFG049156,VFC0235
VFG049157,VFC0235
VFG049158,VFC0235
VFG049159,VFC0235
VFG049160,VFC0235
VFG049161,VFC0235
VFG049162,VFC0235
VFG049163,VFC0235
VFG049164,VFC0235
VFG001830,VFC0086
VFG001831,VFC0086
VFG001832,VFC0086
VFG001833,VFC0086
VFG001834,VFC0086
VFG001835,VFC0086
VFG001836,VFC0086
VFG001837,VFC0086
VFG001838,VFC0086
VFG001839,VFC0086
VFG001840,VFC0086
VFG001841,VFC0086
VFG001842,VFC0086
VFG001843,VFC0086
VFG001844,VFC0086
VFG001845,VFC0086
VFG001846,VFC0086
VFG001847,VFC0086
VFG001848,VFC0086
VFG001849,VFC0086
VFG001850,VFC0086
VFG001851,VFC0086
VFG001852,VFC0086
VFG001853,VFC0086
VFG001854,VFC0204
VFG001855,VFC0001
VFG001856,VFC0272
VFG001857,VFC0272
VFG001858,VFC0272
VFG001859,VFC0272
VFG001860,VFC0272
VFG001861,VFC0282
VFG001862,VFC0282
VFG001863,VFC0086
VFG001864,VFC0315
VFG001865,VFC0001
VFG001866,VFC0301
VFG001867,VFC0282
VFG001868,VFC0282
VFG001870,VFC0086
VFG001871,VFC0086
VFG001872,VFC0086
VFG001873,VFC0086
VFG001874,VFC0086
VFG001875,VFC0086
VFG001876,VFC0086
VFG001877,VFC0086
VFG001878,VFC0086
VFG001879,VFC0086
VFG001880,VFC0001
VFG001881,VFC0001
VFG001882,VFC0001
VFG001883,VFC0346
VFG001884,VFC0346
VFG001885,VFC0346
VFG001887,VFC0301
VFG001888,VFC0301
VFG001889,VFC0301
VFG001990,VFC0204
VFG001991,VFC0204
VFG001992,VFC0204
VFG001993,VFC0204
VFG001994,VFC0204
VFG001995,VFC0204
VFG001996,VFC0204
VFG001997,VFC0204
VFG001998,VFC0204
VFG001999,VFC0204
VFG002000,VFC0204
VFG002001,VFC0204
VFG002002,VFC0204
VFG002003,VFC0204
VFG002004,VFC0204
VFG002005,VFC0204
VFG002006,VFC0204
VFG002007,VFC0204
VFG002008,VFC0204
VFG002009,VFC0204
VFG002011,VFC0204
VFG002012,VFC0204
VFG002013,VFC0204
VFG002014,VFC0204
VFG002015,VFC0204
VFG002016,VFC0204
VFG002017,VFC0204
VFG002018,VFC0204
VFG002019,VFC0204
VFG002095,VFC0086
VFG002096,VFC0086
VFG002097,VFC0272
VFG002098,VFC0086
VFG002099,VFC0086
VFG002100,VFC0086
VFG002101,VFC0086
VFG002102,VFC0086
VFG002103,VFC0086
VFG002104,VFC0086
VFG002105,VFC0086
VFG002106,VFC0086
VFG002107,VFC0086
VFG002108,VFC0086
VFG002109,VFC0086
VFG002110,VFC0086
VFG002111,VFC0086
VFG002112,VFC0086
VFG002113,VFC0086
VFG002114,VFC0086
VFG002115,VFC0086
VFG002116,VFC0086
VFG002117,VFC0086
VFG002118,VFC0086
VFG002119,VFC0086
VFG002120,VFC0086
VFG002163,VFC0086
VFG010439,VFC0001
VFG010455,VFC0001
VFG010459,VFC0001
VFG010463,VFC0001
VFG010467,VFC0001
VFG010471,VFC0001
VFG010475,VFC0001
VFG010479,VFC0001
VFG010491,VFC0346
VFG010495,VFC0346
VFG010499,VFC0346
VFG010503,VFC0346
VFG010515,VFC0086
VFG010519,VFC0346
VFG010523,VFC0346
VFG010527,VFC0346
VFG010682,VFC0086
VFG010686,VFC0086
VFG010693,VFC0086
VFG010701,VFC0086
VFG010708,VFC0086
VFG010730,VFC0086
VFG010745,VFC0086
VFG010749,VFC0086
VFG010759,VFC0086
VFG010763,VFC0086
VFG010846,VFC0086
VFG010851,VFC0235
VFG010854,VFC0272
VFG010858,VFC0272
VFG010862,VFC0272
VFG010866,VFC0272
VFG010874,VFC0272
VFG010878,VFC0272
VFG010882,VFC0272
VFG010898,VFC0272
VFG010906,VFC0301
VFG018236,VFC0086
VFG041230,VFC0086
VFG041231,VFC0086
VFG041232,VFC0086
VFG041233,VFC0086
VFG041234,VFC0086
VFG041235,VFC0086
VFG041236,VFC0086
VFG041237,VFC0086
VFG041238,VFC0086
VFG041239,VFC0086
VFG041240,VFC0086
VFG041241,VFC0086
VFG041242,VFC0086
VFG041243,VFC0086
VFG041244,VFC0086
VFG041245,VFC0086
VFG041246,VFC0086
VFG041247,VFC0086
VFG041248,VFC0086
VFG041249,VFC0086
VFG041250,VFC0086
VFG041251,VFC0086
VFG041252,VFC0086
VFG041253,VFC0086
VFG041254,VFC0086
VFG041255,VFC0086
VFG041256,VFC0086
VFG041257,VFC0086
VFG041258,VFC0086
VFG041259,VFC0086
VFG041260,VFC0086
VFG041261,VFC0086
