SeqID,Cate
14459_G1UET6,amoA_A
14460_D2XZT0,amoA_A
14461_K0DBE0,amoA_A
14462_A0A0P0UTR0,amoA_A
14463_F6N2N0,amoA_A
14464_F6N2Q1,amoA_A
14465_D5JYH2,amoA_A
14466_D7PVP0,amoA_A
14467_A0A0A7HJW0,amoA_A
14468_A0A184WBG4,amoA_A
14469_F1CLZ8,amoA_A
14470_A0A0P0UTZ4,amoA_A
14471_F2YSG1,amoA_A
14472_A8SUG5,amoA_A
14473_E3UUQ6,amoA_A
14474_F6N2Q0,amoA_A
14475_F6N376,amoA_A
14476_C8XTV6,amoA_A
14477_D5JX97,amoA_A
14478_A0A184WBA9,amoA_A
14479_Q1M307,amoA_A
14480_G4VVS2,amoA_A
14481_A5HAA0,amoA_A
14482_F5CNY9,amoA_A
14483_A0A0A7HGD2,amoA_A
14484_F6N3G0,amoA_A
14485_B5LS29,amoA_A
14486_A0A088MWF1,amoA_A
14487_B0F3D9,amoA_A
14488_B0F3G6,amoA_A
14489_C8BME3,amoA_A
14490_A0A068FN92,amoA_A
14491_A5HAG4,amoA_A
14492_I1U425,amoA_A
14493_F2XHF4,amoA_A
14494_D5GX87,amoA_A
14495_D7GLH1,amoA_A
14496_K0A095,amoA_A
14497_B2L3D5,amoA_A
14498_A0A088MZP2,amoA_A
14499_A0A1J0I9P0,amoA_A
14500_U3MX93,amoA_A
14501_D5JXI2,amoA_A
14502_D0V196,amoA_A
14503_U3MX56,amoA_A
14504_U3N3R2,amoA_A
14505_B0F366,amoA_A
14506_C8BMG0,amoA_A
14507_F5CP37,amoA_A
14508_E2IA92,amoA_A
14509_A0A068FPI5,amoA_A
14510_B6S4F5,amoA_A
14511_B6S4I8,amoA_A
14512_B0F362,amoA_A
14513_A0A068FL78,amoA_A
14514_F2YBW3,amoA_A
14515_B3GBG7,amoA_A
14516_E5G3I6,amoA_A
14517_A0A0P0UUU6,amoA_A
14518_A1XT72,amoA_A
14519_H6TEY4,amoA_A
14520_D7PVN8,amoA_A
14521_A0A0P0UTV5,amoA_A
14522_B6DX43,amoA_A
14523_D7R1W0,amoA_A
14524_A0A097HUH8,amoA_A
14525_J9ZYB7,amoA_A
14526_K0DBB5,amoA_A
14527_B6S3L6,amoA_A
14528_B0LL07,amoA_A
14529_C3S4K7,amoA_A
14530_F4ZVI4,amoA_A
14531_A5HA48,amoA_A
14532_E5G5T9,amoA_A
14533_B0FNL7,amoA_A
14534_A5HAI8,amoA_A
14535_E5G9M8,amoA_A
14536_E5G9N7,amoA_A
14537_B0F2Y4,amoA_A
14538_C7DV15,amoA_A
14539_Q0ZCN4,amoA_A
14540_G0T731,amoA_A
14541_L7Z8H9,amoA_A
14542_A0A088MVT2,amoA_A
14543_A0A088N8L0,amoA_A
14544_B6S498,amoA_A
14545_I1U432,amoA_A
14546_C1JDK8,amoA_A
14547_F2YBT3,amoA_A
14548_D0U474,amoA_A
14549_F2YBU7,amoA_A
14550_E5G3J5,amoA_A
14551_G1UFH6,amoA_A
14552_V5M1T5,amoA_A
14553_A9QNL5,amoA_A
14554_B0F2R3,amoA_A
14555_B6S4G7,amoA_A
14556_G0T6R4,amoA_A
14557_D0U465,amoA_A
14558_D2XZQ8,amoA_A
14559_G1UF06,amoA_A
14560_R4I4P6,amoA_A
14561_U3MX21,amoA_A
14562_A5HA19,amoA_A
14563_V5L0J2,amoA_A
14564_B5A4E8,amoA_A
14565_B6S3T9,amoA_A
14566_H6TEZ3,amoA_A
14567_A0A0P0UU16,amoA_A
14568_D7R1V5,amoA_A
14569_U3N3H3,amoA_A
14570_A0A097HUH1,amoA_A
14571_G4VVN8,amoA_A
14572_C3S473,amoA_A
14573_G4VVN7,amoA_A
14574_F2YSF3,amoA_A
14575_F5CNX7,amoA_A
14576_E2IAA4,amoA_A
14577_A8SVW9,amoA_A
14578_F6N3I8,amoA_A
14579_C4TNU3,amoA_A
14580_G0WUA3,amoA_A
14581_D7GLH4,amoA_A
14582_V5M1Q3,amoA_A
14583_D5JXG3,amoA_A
14584_D5JZ05,amoA_A
14585_U3MWV1,amoA_A
14586_U3N3H8,amoA_A
14587_G4VX57,amoA_A
14588_F8ULM5,amoA_A
14589_F6N3L7,amoA_A
14590_F2YC11,amoA_A
14591_C5WC16,amoA_A
14592_V5LAZ7,amoA_A
14593_J9T5W5,amoA_A
14594_F8ULR3,amoA_A
14595_R4IW11,amoA_A
14596_B5AMV7,amoA_A
14597_A0A0P0UVA5,amoA_A
14598_V5LCX3,amoA_A
14599_D7PVV7,amoA_A
14600_F2YSE4,amoA_A
14601_E2GE25,amoA_A
14602_D0U436,amoA_A
14603_G4VX02,amoA_A
14604_A0A0A7HGD7,amoA_A
14605_G4Y657,amoA_A
14606_C3S3V8,amoA_A
14607_A0A1P7WE64,amoA_A
14608_D1GZN2,amoA_A
14609_A0A0A7HJC9,amoA_A
14610_C7DV59,amoA_A
14611_A0A088N8P6,amoA_A
14612_A0A1J0I9F3,amoA_A
14613_F2YBU8,amoA_A
14614_C3S5H1,amoA_A
14615_Q2PRT6,amoA_A
14616_C7DV63,amoA_A
14617_D5JXE8,amoA_A
14618_D5JXV7,amoA_A
14619_D5JYP8,amoA_A
14620_C8CE36,amoA_A
14621_U3N3Z0,amoA_A
14622_A5HA66,amoA_A
14623_E2FKX5,amoA_A
14624_B0LKZ7,amoA_A
14625_B0F3B5,amoA_A
14626_H6TF44,amoA_A
14627_I7H0C1,amoA_A
14628_A9Q2E3,amoA_A
14629_B6S4Q4,amoA_A
14630_B6V1X9,amoA_A
14631_C0KGQ5,amoA_A
14632_Q0QMH1,amoA_A
14633_L7Z8G4,amoA_A
14634_Q3I338,amoA_A
14635_B6S4H3,amoA_A
14636_Q0QML8,amoA_A
14637_A0A142G515,amoA_A
14638_C1JDF4,amoA_A
14639_C1JDM5,amoA_A
14640_Q3I2T6,amoA_A
14641_V5L0H6,amoA_A
14642_A0A142G521,amoA_A
14643_V5M1T9,amoA_A
14644_A0A0K1H3T7,amoA_A
14645_M9WQW4,amoA_A
14646_V5M2W7,amoA_A
14647_A0A0P0UU72,amoA_A
14648_G4VWW4,amoA_A
14649_U3MWU1,amoA_A
14650_C7DV71,amoA_A
14651_E2IAG0,amoA_A
14652_A5HA28,amoA_A
14653_C3S3I7,amoA_A
14654_E2IA88,amoA_A
14655_S5S7W7,amoA_A
14656_C8BMD8,amoA_A
14657_E2GE28,amoA_A
14658_E2IAI4,amoA_A
14659_G0T6N6,amoA_A
14660_A5HAA4,amoA_A
14661_A9UIH6,amoA_A
14662_B6S3J6,amoA_A
14663_B6S4I3,amoA_A
14664_I1U465,amoA_A
14665_G0T6B0,amoA_A
14666_G0WUD4,amoA_A
14667_V5LB99,amoA_A
14668_I1U3X1,amoA_A
14669_C0KGW0,amoA_A
14670_I1U3M7,amoA_A
14671_G1UF77,amoA_A
14672_V5LD43,amoA_A
14673_B6V1M7,amoA_A
14674_A1XT20,amoA_A
14675_F6N2W6,amoA_A
14676_U3MWP5,amoA_A
14677_G4VWZ9,amoA_A
14678_B2CGT7,amoA_A
14679_B5B219,amoA_A
14680_C3S6E2,amoA_A
14681_H2EHX4,amoA_A
14682_F1CLX7,amoA_A
14683_C5IHX2,amoA_A
14684_G0T6K2,amoA_A
14685_Q1HD37,amoA_A
14686_F2YBW6,amoA_A
14687_V5LC80,amoA_A
14688_J9QDL0,amoA_A
14689_A1XT46,amoA_A
14690_B5B1W5,amoA_A
14691_X5CG25,amoA_A
14692_F6N398,amoA_A
14693_E5G3I0,amoA_A
14694_Q3I2C8,amoA_A
14695_G1UF11,amoA_A
14696_B3GBV3,amoA_A
14697_H2EHX3,amoA_A
14698_C3S5J8,amoA_A
14699_C3S6U5,amoA_A
14700_V5LB40,amoA_A
14701_B5LRZ8,amoA_A
14702_H8ZZ45,amoA_A
14703_G4VWL1,amoA_A
14704_A0A088MVR1,amoA_A
14705_G4VWR5,amoA_A
14706_R4I4M9,amoA_A
14707_V5LB34,amoA_A
14708_V5LBV6,amoA_A
14709_U3MZ27,amoA_A
14710_H9CBZ4,amoA_A
14711_B5LBH0,amoA_A
14712_C3S423,amoA_A
14713_A9UFR0,amoA_A
14714_C7DV65,amoA_A
14715_A0A1J0I9N4,amoA_A
14716_G0T7C3,amoA_A
14717_E2GDS2,amoA_A
14718_I3QKP7,amoA_A
14719_G0T763,amoA_A
14720_H6TF63,amoA_A
14721_C8BME4,amoA_A
14722_G1UF45,amoA_A
14723_A5H9Z3,amoA_A
14724_A0A0K2B7G8,amoA_A
14725_A0A0P0UUX0,amoA_A
14726_E0X5U8,amoA_A
14727_H2EHY2,amoA_A
14728_J9QCS2,amoA_A
14729_B6V1R3,amoA_A
14730_D7R236,amoA_A
14731_A1XT79,amoA_A
14732_B5AMU1,amoA_A
14733_G3EZG2,amoA_A
14734_B0FNH4,amoA_A
14735_S5RIU0,amoA_A
14736_A9Q2G5,amoA_A
14737_C3S6N7,amoA_A
14738_A0A184WBA2,amoA_A
14739_G4VWT9,amoA_A
14740_I3QKP4,amoA_A
14741_I6W9P5,amoA_A
14742_E3UUV1,amoA_A
14743_D0PSL7,amoA_A
14744_C3S684,amoA_A
14745_A9QNL4,amoA_A
14746_C8BMK9,amoA_A
14747_A0A088N8X5,amoA_A
14748_T2HHE0,amoA_A
14749_S5RIQ5,amoA_A
14750_D0U458,amoA_A
14751_C1JDM9,amoA_A
14752_G1UEM4,amoA_A
14753_A7DYA1,amoA_A
14754_K0DE19,amoA_A
14755_J9QDL7,amoA_A
14756_B2L3G6,amoA_A
14757_A0A0P0UU31,amoA_A
14758_A0A0P0UUP2,amoA_A
14759_B2KPQ0,amoA_A
14760_C4PII1,amoA_A
14761_D5JXE1,amoA_A
14762_F6N371,amoA_A
14763_M9WHX8,amoA_A
14764_U3MWV6,amoA_A
14765_B8YCT4,amoA_A
14766_A0A0A7HHG8,amoA_A
14767_D5JXV3,amoA_A
14768_U3MWI0,amoA_A
14769_A7VMK1,amoA_A
14770_F1CLZ7,amoA_A
14771_B5LRS8,amoA_A
14772_G3XFW1,amoA_A
14773_B0F3D6,amoA_A
14774_D5GXJ6,amoA_A
14775_A5HA42,amoA_A
14776_A9Q6F1,amoA_A
14777_G0T6I1,amoA_A
14778_B0F2R8,amoA_A
14779_B0F346,amoA_A
14780_L7Z2P7,amoA_A
14781_Q3I2Q3,amoA_A
14782_Q3I2X9,amoA_A
14783_B2CGV8,amoA_A
14784_C1JDC1,amoA_A
14785_C0L4E5,amoA_A
14786_G1UF47,amoA_A
14787_R4I4P3,amoA_A
14788_C4PIK1,amoA_A
14789_D7PVP6,amoA_A
14790_D7R1U1,amoA_A
14791_D7PVL6,amoA_A
14792_A0A0A7MHD2,amoA_A
14793_E0X5Y3,amoA_A
14794_C3S3N9,amoA_A
14795_C3S589,amoA_A
14796_D3KYJ5,amoA_A
14797_L7Z2R0,amoA_A
14798_C0L4F8,amoA_A
14799_F2YC13,amoA_A
14800_V5LCI8,amoA_A
14801_G0T792,amoA_A
14802_A0A1W6RCH5,amoA_A
14803_V5L1H3,amoA_A
14804_V5LBC4,amoA_A
14805_D7PVQ9,amoA_A
14806_H6TEY9,amoA_A
14807_U3MX72,amoA_A
14808_A0A146KVK8,amoA_A
14809_F6N302,amoA_A
14810_U3MWJ1,amoA_A
14811_A0A0A7HJV5,amoA_A
14812_E2IAJ9,amoA_A
14813_E0X5W2,amoA_A
14814_F5CNQ9,amoA_A
14815_B0FMY2,amoA_A
14816_B0F2W6,amoA_A
14817_A0A0A7HJH1,amoA_A
14818_F6N2I0,amoA_A
14819_E9RGG5,amoA_A
14820_G4VWQ1,amoA_A
14821_Q1HCZ7,amoA_A
14822_E2IAH5,amoA_A
14823_B0FN19,amoA_A
14824_C7DV22,amoA_A
14825_K0DF36,amoA_A
14826_A0A088N8W1,amoA_A
14827_G3KDT0,amoA_A
14828_D5JXS8,amoA_A
14829_G3KCY6,amoA_A
14830_Q0QMJ3,amoA_A
14831_A0A1P7WE92,amoA_A
14832_S5S5X6,amoA_A
14833_A5HA46,amoA_A
14834_A5HA72,amoA_A
14835_B6S3S0,amoA_A
14836_C8BML3,amoA_A
14837_C3S5T1,amoA_A
14838_F1CLY9,amoA_A
14839_A0A1J0I9H9,amoA_A
14840_C7DV36,amoA_A
14841_S5RRY1,amoA_A
14842_F6N3I9,amoA_A
14843_G0WU16,amoA_A
14844_G0WU54,amoA_A
14845_G0WUD3,amoA_A
14846_S5RL16,amoA_A
14847_D9IV72,amoA_A
14848_B6S4K8,amoA_A
14849_A9Q2M8,amoA_A
14850_C0KGS9,amoA_A
14851_G3KDK1,amoA_A
14852_G0WU42,amoA_A
14853_Q3I2P6,amoA_A
14854_B6S3X8,amoA_A
14855_D0UHT6,amoA_A
14856_G8A3D5,amoA_A
14857_H6UM77,amoA_A
14858_J9QDF0,amoA_A
14859_A0A088MVT7,amoA_A
14860_C3S3L8,amoA_A
14861_C3S487,amoA_A
14862_C3S4U2,amoA_A
14863_B5A4C8,amoA_A
14864_F5CNW5,amoA_A
14865_C5IHV4,amoA_A
14866_A0A068FMB6,amoA_A
14867_E2I8P9,amoA_A
14868_I3QKM1,amoA_A
14869_A5HAB4,amoA_A
14870_G0WU25,amoA_A
14871_Q1HD32,amoA_A
14872_L7ZAQ6,amoA_A
14873_B6S3Q5,amoA_A
14874_D0U476,amoA_A
14875_Q0QMJ5,amoA_A
14876_G0WU70,amoA_A
14877_G0WUC7,amoA_A
14878_V5LD65,amoA_A
14879_B6V1Y2,amoA_A
14880_D0V175,amoA_A
14881_F6N3A2,amoA_A
14882_D0UHM3,amoA_A
14883_G4VWM9,amoA_A
14884_B5APF3,amoA_A
14885_X5CN73,amoA_A
14886_C3S3L4,amoA_A
14887_D5JYX7,amoA_A
14888_E2I9W1,amoA_A
14889_B0LL20,amoA_A
14890_C3S5E4,amoA_A
14891_A0A0P0UU24,amoA_A
14892_R4I3Q1,amoA_A
14893_V5L0E0,amoA_A
14894_F8ULN6,amoA_A
14895_D4P2L8,amoA_A
14896_D2XZS2,amoA_A
14897_A0A0P0UUW2,amoA_A
14898_F6N361,amoA_A
14899_J9TB02,amoA_A
14900_B2CGT4,amoA_A
14901_A0A0P0UUH8,amoA_A
14902_E2GDP4,amoA_A
14903_F6N3F1,amoA_A
14904_F6N338,amoA_A
14905_H8ZZ39,amoA_A
14906_H8ZZ60,amoA_A
14907_G3EZH9,amoA_A
14908_G4VXQ1,amoA_A
14909_G4VVJ6,amoA_A
14910_C7DV11,amoA_A
14911_C7DV51,amoA_A
14912_G0WU00,amoA_A
14913_E5G9K5,amoA_A
14914_A0A088MWG6,amoA_A
14915_B6S3K3,amoA_A
14916_B6S422,amoA_A
14917_B6S4E9,amoA_A
14918_A0A1J0I9N9,amoA_A
14919_A0A1J0I991,amoA_A
14920_Q1HCY2,amoA_A
14921_I1U413,amoA_A
14922_M9WQA3,amoA_A
14923_F6N2E3,amoA_A
14924_F6N327,amoA_A
14925_D5JYU2,amoA_A
14926_E0X5Y8,amoA_A
14927_U3MYG0,amoA_A
14928_F6N328,amoA_A
14929_U3N3G3,amoA_A
14930_A7VMK6,amoA_A
14931_F6N3W7,amoA_A
14932_F5CP74,amoA_A
14933_A5HAA1,amoA_A
14934_B5LRQ0,amoA_A
14935_H9XP96,amoA_A
14936_S5RJG5,amoA_A
14937_X5CL41,amoA_A
14938_A9UFR2,amoA_A
14939_B0FMW5,amoA_A
14940_D3YEX1,amoA_A
14941_B0F2P7,amoA_A
14942_C8BMG6,amoA_A
14943_A0A1J0I9P5,amoA_A
14944_B0F2T8,amoA_A
14945_B0F2Y0,amoA_A
14946_C3S756,amoA_A
14947_G3KDB3,amoA_A
14948_I1V4W0,amoA_A
14949_F2YC17,amoA_A
14950_F2YC24,amoA_A
14951_Q3I273,amoA_A
14952_A5H9Z0,amoA_A
14953_R4I3M5,amoA_A
14954_A0A097HUG7,amoA_A
14955_D7R217,amoA_A
14956_B6V1H3,amoA_A
14957_D7R253,amoA_A
14958_B3GBW3,amoA_A
14959_C5IHX5,amoA_A
14960_A0A0P0UUG5,amoA_A
14961_B2CGT8,amoA_A
14962_G3KD66,amoA_A
14963_G1UF90,amoA_A
14964_A5HA13,amoA_A
14965_G1UEM8,amoA_A
14966_B5B212,amoA_A
14967_A0A0K1L7N3,amoA_A
14968_A0A0K2B7I8,amoA_A
14969_A0A0P0UU58,amoA_A
14970_B2CGX7,amoA_A
14971_A0A0P0UUG1,amoA_A
14972_C4PIJ5,amoA_A
14973_U3MX60,amoA_A
14974_D5JXC1,amoA_A
14975_D5JYM2,amoA_A
14976_M9WQY1,amoA_A
14977_G8A3B4,amoA_A
14978_B0LL03,amoA_A
14979_E0X5Z1,amoA_A
14980_C3S6L4,amoA_A
14981_A0A1J0I9T9,amoA_A
14982_H6U1E0,amoA_A
14983_A9Q2M6,amoA_A
14984_G0WU85,amoA_A
14985_G0WUH2,amoA_A
14986_S4TBL2,amoA_A
14987_B0F370,amoA_A
14988_B6S4J9,amoA_A
14989_A0A088MWR7,amoA_A
14990_Q1HDD2,amoA_A
14991_G3KDN6,amoA_A
14992_F2YC26,amoA_A
14993_Q1HDB3,amoA_A
14994_A0A146KY21,amoA_A
14995_B2XVW2,amoA_A
14996_C6GGL7,amoA_A
14997_B6V1P8,amoA_A
14998_B6V1V2,amoA_A
14999_E2IAC5,amoA_A
15000_C3S3J5,amoA_A
15001_A9Q6F7,amoA_A
15002_C7DV03,amoA_A
15003_E3UUN6,amoA_A
15004_A0A068FLB8,amoA_A
15005_E2IA68,amoA_A
15006_B6S493,amoA_A
15007_A5HIH2,amoA_A
15008_B5LS11,amoA_A
15009_D7RPD5,amoA_A
15010_Q0ZCL4,amoA_A
15011_I1U3X7,amoA_A
15012_A0A1J0I9K0,amoA_A
15013_B0F3C4,amoA_A
15014_Q3I2Z0,amoA_A
15015_Q0ZCM1,amoA_A
15016_L7Z7A4,amoA_A
15017_L7Z8F7,amoA_A
15018_Q1XE58,amoA_A
15019_B3GBF1,amoA_A
15020_G1UFC4,amoA_A
15021_S4TBK4,amoA_A
15022_V5L095,amoA_A
15023_B6S4F8,amoA_A
15024_B6V1W5,amoA_A
15025_K0DE97,amoA_A
15026_B5B1T0,amoA_A
15027_B5APG4,amoA_A
15028_G3FSJ9,amoA_A
15029_Q3I281,amoA_A
15030_A0A0A7HJU9,amoA_A
15031_A0A0N7KBT6,amoA_A
15032_A0A0P0UV16,amoA_A
15033_Q3I250,amoA_A
15034_G0WU26,amoA_A
15035_A1XT27,amoA_A
15036_B5B1X9,amoA_A
15037_B3GBK1,amoA_A
15038_H6TF10,amoA_A
15039_D5JXG6,amoA_A
15040_B6V1I6,amoA_A
15041_U3N410,amoA_A
15042_F6N2U1,amoA_A
15043_A0A0A7HJW7,amoA_A
15044_C3S558,amoA_A
15045_H6UM84,amoA_A
15046_D5JYV6,amoA_A
15047_B5LRT7,amoA_A
15048_C3S4A4,amoA_A
15049_C3S4L1,amoA_A
15050_A5HA63,amoA_A
15051_A0A088N8Q5,amoA_A
15052_I1U441,amoA_A
15053_L7Z2V9,amoA_A
15054_C9K731,amoA_A
15055_D0UHT2,amoA_A
15056_H6TEX7,amoA_A
15057_J9QEI8,amoA_A
15058_D0UHH8,amoA_A
15059_D5JYR3,amoA_A
15060_B5AMW5,amoA_A
15061_H9CBU3,amoA_A
15062_U3MYG7,amoA_A
15063_U3N3R8,amoA_A
15064_C8XTU4,amoA_A
15065_U3MYW2,amoA_A
15066_A0A088MZU8,amoA_A
15067_E2GDN5,amoA_A
15068_S5S5X0,amoA_A
15069_E5G9Q1,amoA_A
15070_F8WSG8,amoA_A
15071_A9Q2I9,amoA_A
15072_A4GIV2,amoA_A
15073_C8BMD6,amoA_A
15074_D5GXB6,amoA_A
15075_A0A088MWM3,amoA_A
15076_B6S3M9,amoA_A
15077_B6S475,amoA_A
15078_G0WUG1,amoA_A
15079_A7LJ32,amoA_A
15080_I1U3Y4,amoA_A
15081_L7Z7D2,amoA_A
15082_Q1HDC4,amoA_A
15083_Q3I2L1,amoA_A
15084_B6S3M4,amoA_A
15085_E2I9Y0,amoA_A
15086_A0A088MVR9,amoA_A
15087_B0FNK6,amoA_A
15088_E2I9X2,amoA_A
15089_A5HA98,amoA_A
15090_A0A067XI76,amoA_A
15091_Q1HDF0,amoA_A
15092_L7Z2V6,amoA_A
15093_C1JDD4,amoA_A
15094_C1JDQ8,amoA_A
15095_K0DGD8,amoA_A
15096_A0A0P0UUY0,amoA_A
15097_F2YBX1,amoA_A
15098_G1UFG8,amoA_A
15099_A5HA92,amoA_A
15100_D5JYZ4,amoA_A
15101_K0DBG2,amoA_A
15102_C3S461,amoA_A
15103_B5B1U3,amoA_A
15104_B3GBP5,amoA_A
15105_A0A067XIH9,amoA_A
15106_B5B236,amoA_A
15107_G3FSJ5,amoA_A
15108_B6S3P9,amoA_A
15109_B2KPN9,amoA_A
15110_G3EK92,amoA_A
15111_M9WI34,amoA_A
15112_A7LJ35,amoA_A
15113_A0A0P0YKM4,amoA_A
15114_Q3I2L8,amoA_A
15115_F2YC21,amoA_A
15116_B3GBC7,amoA_A
15117_G1UFJ5,amoA_A
15118_E0X5V2,amoA_A
15119_A0A142G523,amoA_A
15120_A1XT77,amoA_A
15121_V5M1K4,amoA_A
15122_D7R257,amoA_A
15123_F6N374,amoA_A
15124_F6N323,amoA_A
15125_B5AR64,amoA_A
15126_G0T6S5,amoA_A
15127_B6S3K7,amoA_A
15128_G4VVK2,amoA_A
15129_C3S6H0,amoA_A
15130_F5CNU9,amoA_A
15131_D5JYW4,amoA_A
15132_F6N2H1,amoA_A
15133_D0V1A2,amoA_A
15134_G3EZK6,amoA_A
15135_E2I8N2,amoA_A
15136_D9IV73,amoA_A
15137_A8STU9,amoA_A
15138_E2I8N1,amoA_A
15139_E2I9U7,amoA_A
15140_S5S795,amoA_A
15141_G0WUD5,amoA_A
15142_A9UIG9,amoA_A
15143_B6S4I4,amoA_A
15144_L7Z791,amoA_A
15145_F5CP99,amoA_A
15146_D7PVS6,amoA_A
15147_Q3I2E0,amoA_A
15148_V5LC50,amoA_A
15149_U3MY84,amoA_A
15150_S5RRB6,amoA_A
15151_B8YCU6,amoA_A
15152_F6N3L0,amoA_A
15153_E3UUS3,amoA_A
15154_S5S612,amoA_A
15155_H9CBQ9,amoA_A
15156_U3MWP7,amoA_A
15157_D3YET2,amoA_A
15158_A8SXN6,amoA_A
15159_F6N2X9,amoA_A
15160_G3EZM8,amoA_A
15161_B5LS27,amoA_A
15162_I1U3X8,amoA_A
15163_Q3I276,amoA_A
15164_A2TJR7,amoA_A
15165_A0A142G530,amoA_A
15166_A0A088MWE0,amoA_A
15167_D0UHS3,amoA_A
15168_D7R1U4,amoA_A
15169_B6S4N1,amoA_A
15170_F6N3B5,amoA_A
15171_J9QEI5,amoA_A
15172_A0A0P0UUG8,amoA_A
15173_F2YSC4,amoA_A
15174_H6TEW9,amoA_A
15175_U3MYC5,amoA_A
15176_S5RKW3,amoA_A
15177_S5RKY9,amoA_A
15178_C6H0S7,amoA_A
15179_F6N2F9,amoA_A
15180_F6N2G1,amoA_A
15181_C8BML9,amoA_A
15182_G4VWJ8,amoA_A
15183_A5HA88,amoA_A
15184_Q0QMD3,amoA_A
15185_A0A0P0UUX9,amoA_A
15186_A0A088MW57,amoA_A
15187_D4P2K8,amoA_A
15188_D0V157,amoA_A
15189_F6N2X5,amoA_A
15190_G0WUE5,amoA_A
15191_B6V1S3,amoA_A
15192_W5ZTU9,amoA_A
15193_A0A0A1EBI7,amoA_A
15194_A0A0A1EBZ5,amoA_A
15195_S6AV88,amoA_A
15196_B6S3F1,amoA_A
15197_G3FH23,amoA_A
15198_B6S3C1,amoA_A
15199_B6S3J4,amoA_A
15200_B6S3I6,amoA_A
15201_B6S3I1,amoA_A
15202_B0LLW2,amoA_A
15203_K4HYZ3,amoA_A
15204_K4HS34,amoA_A
15205_A0A146L2Y9,amoA_A
15206_A0A146KYD1,amoA_A
15207_A0A146KV51,amoA_A
15208_A0A146KVX3,amoA_A
15209_A0A146KX01,amoA_A
15210_A0A146KXY0,amoA_A
15211_K4HTM8,amoA_A
15212_G0WU03,amoA_A
15213_A0A1J0I9N6,amoA_A
15214_A0A068FTG3,amoA_A
15215_W8PU48,amoA_A
15216_B6S420,amoA_A
15217_Q1HCY3,amoA_A
15218_Q3I293,amoA_A
15219_Q3I303,amoA_A
15220_G3KDX0,amoA_A
15221_B3GBB0,amoA_A
15222_B2XW21,amoA_A
15223_V5M2U9,amoA_A
15224_A0A097HUG4,amoA_A
15225_B5B1Z1,amoA_A
15226_B3GBF7,amoA_A
15227_D2XZV7,amoA_A
15228_V5M4B4,amoA_A
15229_K0A086,amoA_A
15230_K0DEG3,amoA_A
15231_A0A0P0UTV6,amoA_A
15232_C6GGN7,amoA_A
15233_C8CK68,amoA_A
15234_D5JYM3,amoA_A
15235_X5CG46,amoA_A
15236_C3S597,amoA_A
15237_H9CBS7,amoA_A
15238_D5GX75,amoA_A
15239_G4VWT4,amoA_A
15240_C3S513,amoA_A
15241_E3UUQ2,amoA_A
15242_B5LRQ2,amoA_A
15243_E5G9M4,amoA_A
15244_H9U132,amoA_A
15245_C7DV07,amoA_A
15246_Q0ZCP7,amoA_A
15247_Q0ZCR2,amoA_A
15248_D7R1Y6,amoA_A
15249_B6S3T5,amoA_A
15250_H9U128,amoA_A
15251_G3KDS5,amoA_A
15252_Q0QME6,amoA_A
15253_C5WC13,amoA_A
15254_R4IVE1,amoA_A
15255_E2FKY0,amoA_A
15256_B0LL06,amoA_A
15257_G4VX08,amoA_A
15258_H2EHW6,amoA_A
15259_F5CP25,amoA_A
15260_A0A184WBE2,amoA_A
15261_H6TES5,amoA_A
15262_F6N3B7,amoA_A
15263_D5GX69,amoA_A
15264_H9U122,amoA_A
15265_C8BMK0,amoA_A
15266_C3S4Z6,amoA_A
15267_G0WU82,amoA_A
15268_F2YSE2,amoA_A
15269_G1UFB2,amoA_A
15270_A0A146L2F2,amoA_A
15271_U3N3G8,amoA_A
15272_D5JXK0,amoA_A
15273_U3MWY7,amoA_A
15274_D7R248,amoA_A
15275_F8ULP1,amoA_A
15276_D5JXM2,amoA_A
15277_C7DV14,amoA_A
15278_D0U468,amoA_A
15279_G0T6D8,amoA_A
15280_G0T6X6,amoA_A
15281_D0U455,amoA_A
15282_B6S3L5,amoA_A
15283_B6S434,amoA_A
15284_F2YC12,amoA_A
15285_Q1HD14,amoA_A
15286_Q1HD26,amoA_A
15287_B3GBE4,amoA_A
15288_T2HHC7,amoA_A
15289_V5LBX7,amoA_A
15290_G0WU12,amoA_A
15291_L7Z7B5,amoA_A
15292_A0A068FPK7,amoA_A
15293_Q3I326,amoA_A
15294_S5S5Y1,amoA_A
15295_B0F2X9,amoA_A
15296_D0UHS9,amoA_A
15297_L7Z924,amoA_A
15298_V5L0I0,amoA_A
15299_C0KGT0,amoA_A
15300_D0V149,amoA_A
15301_A0A146KZF1,amoA_A
15302_A0A0P0UU81,amoA_A
15303_A0A146L2R5,amoA_A
15304_Q3I2G7,amoA_A
15305_A0A0P0UUD9,amoA_A
15306_F6N2U9,amoA_A
15307_G4VWX9,amoA_A
15308_B6S423,amoA_A
15309_H2EHX1,amoA_A
15310_Q0QMC7,amoA_A
15311_I3RU44,amoA_A
15312_D5JXA7,amoA_A
15313_B0FN37,amoA_A
15314_D1GZM5,amoA_A
15315_A0A0K1H3F8,amoA_A
15316_G1UFJ1,amoA_A
15317_B6V1Y8,amoA_A
15318_A1X8G1,amoA_A
15319_G3EK62,amoA_A
15320_Q0QMF8,amoA_A
15321_D2XZQ7,amoA_A
15322_G8A3E5,amoA_A
15323_D5JYE8,amoA_A
15324_D7RPD9,amoA_A
